Année;Diplôme;situation;Genre;Disciplines;Code du domaine;Domaine;Code de la discipline;Discipline;Sigle;Spécialité;Nombre de réponses;Part des emplois de niveau cadre ou profession intermédiaire;Part des emplois de niveau cadre;Part des emplois stables;Part des emplois à temps plein;Salaire net mensuel médian des emplois à temps plein;Salaire brut annuel estimé;Premier quartile des salaires nets mensuels des emplois à temps plein;Dernier quartile des salaires nets mensuels des emplois à temps plein;Part des diplômés boursiers dans la discipline;Part des femmes;Taux de chômage national;Salaire net mensuel médian national;Code du secteur disciplinaire SISE;Salaire net mensuel national 1er quartile;Salaire net mensuel national 3ème quartile;cle_DISC;Prof. libérale, indépendant, chef d’entreprise;Fonctionnaire;statut_cdi;statut_conspe;CDD;Vacataire;Intérimaire;Intermittent du spectacle;Contrat de professionnalisa tion;Emplois aidés (Contrat Initiative Emploi…);Volontariat international;Vous-même;La fonction publique (d'etat, territoriale ou hospitalière);Une entreprise privée;Une entreprise publique;Une association;Une personne exerçant une profession libérale ou un indépendant;Un particulier;Agriculture, sylviculture et pêche;Industries (manufacturières,  extractives et autres);Construction;Commerce, transports, héberg-ement et restauration;Information et communication;Activités financières et d’assurance;Activités spécialisées, scientifiques et techniques;Activités de services administratifs et de soutien;Enseignement;Administra tion publique (hors ens.);Santé humaine et action sociale;Arts, spectacles et activités récréatives;Autres activités de service;Personnel de catégorie A de la fonction publique;Ingénieur, cadre, prof. libérales, prof. intellectuelles sup;Personnel de catégorie B de la fonction publique;Emploi de niveau intermédiaire : technicien, agent de maîtrise…;Personnel de catégorie C de la fonction publique;Manœuvre, ouvrier;Employé de bureau, de commerce, personnel de service;Taux d’insertion;% emplois extérieurs à la région de l’université
2013;DUT;18 mois après le diplôme;hommes;Droit, économie et gestion>Gestion>Gestion des entreprises et administrations;DEG;Droit, économie et gestion;disc04;Gestion;GEA;Gestion des entreprises et administrations;89;35;6;59;95;1460;22700;ns;ns;36;;9.9;1870;;1490;2280;GEA_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;75;28
2016;DUT;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie électrique et informatique industrielle;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;GEII;Génie électrique et informatique industrielle;141;86;6;73;99;1630;25500;1400;1800;37;4;8.5;1830;;1450;2180;GEII_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;88;22
2015;DUT;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie électrique et informatique industrielle;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;GEII;Génie électrique et informatique industrielle;136;79;2;63;95;1600;25000;1350;1750;33;1;8.6;1865;;1475;2280;GEII_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92;18
2015;DUT;18 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie électrique et informatique industrielle;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;GEII;Génie électrique et informatique industrielle;134;80;2;64;95;1600;25000;1350;1750;33;;8.6;1865;;1475;2280;GEII_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92;18
2013;DUT;30 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie électrique et informatique industrielle;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;GEII;Génie électrique et informatique industrielle;6;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.9;1870;;1490;2280;GEII_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2014;DUT;30 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie électrique et informatique industrielle;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;GEII;Génie électrique et informatique industrielle;165;87;4;76;98;1670;26000;1500;1900;27;;9.3;1870;;1480;2280;GEII_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;90;24
2013;DUT;18 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie électrique et informatique industrielle;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;GEII;Génie électrique et informatique industrielle;6;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.9;1870;;1490;2280;GEII_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2014;DUT;18 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie électrique et informatique industrielle;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;GEII;Génie électrique et informatique industrielle;6;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.3;1870;;1480;2280;GEII_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2015;DUT;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie industriel et maintenance;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;GIM;Génie industriel et maintenance;50;79;5;55;100;1600;25000;ns;ns;37;6;8.6;1865;;1475;2280;GIM_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;96;32
2013;DUT;18 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie industriel et maintenance;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;GIM;Génie industriel et maintenance;36;76;6;46;100;ns;ns;ns;ns;44;;9.9;1870;;1490;2280;GIM_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;83;27
2014;DUT;30 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie industriel et maintenance;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;GIM;Génie industriel et maintenance;1;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.3;1870;;1480;2280;GIM_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2013;DUT;18 mois après le diplôme;femmes;Droit, économie et gestion>Gestion>Gestion logistique et transport;DEG;Droit, économie et gestion;disc04;Gestion;GLT;Gestion logistique et transport;44;27;2;45;94;ns;ns;ns;ns;35;;9.9;1870;;1490;2280;GLT_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70;36
2014;DUT;30 mois après le diplôme;hommes;Droit, économie et gestion>Gestion>Gestion logistique et transport;DEG;Droit, économie et gestion;disc04;Gestion;GLT;Gestion logistique et transport;66;60;3;73;95;1700;26500;ns;ns;36;;9.3;1870;;1480;2280;GLT_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;97;23
2015;DUT;18 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie mécanique et productique;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;GMP;Génie mécanique et productique;3;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.6;1865;;1475;2280;GMP_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2016;DUT;18 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie mécanique et productique;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;GMP;Génie mécanique et productique;6;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.5;1830;;1450;2180;GMP_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2016;DUT;18 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie mécanique et productique;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;GMP;Génie mécanique et productique;111;85;5;63;96;1550;24100;1360;1800;37;;8.5;1830;;1450;2180;GMP_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;90;25
2013;DUT;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie mécanique et productique;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;GMP;Génie mécanique et productique;98;72;7;78;97;1620;25200;1440;1980;34;13;9.9;1870;;1490;2280;GMP_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91;37
2013;DUT;30 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie mécanique et productique;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;GMP;Génie mécanique et productique;85;71;5;76;97;1660;25900;1450;2100;32;;9.9;1870;;1490;2280;GMP_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92;34
2014;DUT;30 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie mécanique et productique;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;GMP;Génie mécanique et productique;100;80;7;74;98;1690;26300;1400;1950;26;;9.3;1870;;1480;2280;GMP_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;85;35
2013;DUT;18 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie mécanique et productique;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;GMP;Génie mécanique et productique;12;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.9;1870;;1490;2280;GMP_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2014;DUT;18 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie mécanique et productique;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;GMP;Génie mécanique et productique;6;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.3;1870;;1480;2280;GMP_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2015;DUT;18 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie thermique et énergie;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;GTE;Génie thermique et énergie;1;nd;nd;nd;nd;nd;nd;nd;nd;ns;;8.6;1865;;1475;2280;GTE_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2015;DUT;30 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie thermique et énergie;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;GTE;Génie thermique et énergie;1;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.6;1865;;1475;2280;GTE_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2016;DUT;18 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie thermique et énergie;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;GTE;Génie thermique et énergie;0;nd;nd;nd;nd;nd;nd;nd;nd;nd;;8.5;1830;;1450;2180;GTE_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;nd;nd
2013;DUT;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie thermique et énergie;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;GTE;Génie thermique et énergie;20;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;9.9;1870;;1490;2280;GTE_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2013;DUT;30 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie thermique et énergie;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;GTE;Génie thermique et énergie;0;nd;nd;nd;nd;nd;nd;nd;nd;nd;;9.9;1870;;1490;2280;GTE_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;nd;nd
2013;DUT;30 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie thermique et énergie;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;GTE;Génie thermique et énergie;20;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.9;1870;;1490;2280;GTE_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2014;DUT;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie thermique et énergie;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;GTE;Génie thermique et énergie;26;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;9.3;1870;;1480;2280;GTE_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2014;DUT;18 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie thermique et énergie;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;GTE;Génie thermique et énergie;23;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.3;1870;;1480;2280;GTE_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2013;DUT;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie thermique et énergie;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;GTE;Génie thermique et énergie;20;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;9.9;1870;;1490;2280;GTE_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2016;DUT;18 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences de la vie et de la terre>Hygiène, sécurité, environnement;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;HSE;Hygiène, sécurité, environnement;42;46;2;62;96;1500;23400;ns;ns;30;;8.5;1830;;1450;2180;HSE_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;88;64
2015;DUT;30 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences de la vie et de la terre>Hygiène, sécurité, environnement;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;HSE;Hygiène, sécurité, environnement;36;ns;ns;ns;ns;ns;ns;ns;ns;37;;8.6;1865;;1475;2280;HSE_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;90;ns
2016;DUT;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de la vie et de la terre>Hygiène, sécurité, environnement;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;HSE;Hygiène, sécurité, environnement;52;45;2;57;95;1500;23400;ns;ns;29;17;8.5;1830;;1450;2180;HSE_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;86;63
2014;DUT;30 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences de la vie et de la terre>Hygiène, sécurité, environnement;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;HSE;Hygiène, sécurité, environnement;31;ns;ns;ns;ns;ns;ns;ns;ns;23;;9.3;1870;;1480;2280;HSE_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;85;ns
2014;DUT;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de la vie et de la terre>Hygiène, sécurité, environnement;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;HSE;Hygiène, sécurité, environnement;44;ns;ns;74;98;ns;ns;ns;ns;34;42;9.3;1870;;1480;2280;HSE_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;74;46
2014;DUT;18 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences de la vie et de la terre>Hygiène, sécurité, environnement;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;HSE;Hygiène, sécurité, environnement;12;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.3;1870;;1480;2280;HSE_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2013;DUT;18 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences de la vie et de la terre>Hygiène, sécurité, environnement;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;HSE;Hygiène, sécurité, environnement;7;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.9;1870;;1490;2280;HSE_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2015;DUT;18 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Information communication>Métiers du multimédia et de l'Internet;SHS;Sciences humaines et sociales;disc10;Information communication;MMI;Métiers du multimédia et de l'Internet;72;59;13;67;88;1300;20300;ns;ns;50;22;8.6;1865;;1475;2280;MMI_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;36
2016;DUT;30 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Information communication>Métiers du multimédia et de l'Internet;SHS;Sciences humaines et sociales;disc10;Information communication;MMI;Métiers du multimédia et de l'Internet;86;56;17;77;94;1400;21800;ns;ns;39;16;8.5;1830;;1450;2180;MMI_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;79;23
2015;DUT;30 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences fondamentales>Mesures physiques;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;MP;Mesures physiques;10;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.6;1865;;1475;2280;MP_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2015;DUT;18 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences fondamentales>Mesures physiques;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;MP;Mesures physiques;10;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.6;1865;;1475;2280;MP_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2013;DUT;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences fondamentales>Mesures physiques;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;MP;Mesures physiques;63;82;;69;98;1520;23700;ns;ns;26;28;9.9;1870;;1490;2280;MP_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;89;27
2014;DUT;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences fondamentales>Mesures physiques;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;MP;Mesures physiques;53;96;9;74;98;1620;25200;ns;ns;25;12;9.3;1870;;1480;2280;MP_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;90;27
2014;DUT;30 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences fondamentales>Mesures physiques;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;MP;Mesures physiques;7;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.3;1870;;1480;2280;MP_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2014;DUT;18 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences fondamentales>Mesures physiques;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;MP;Mesures physiques;7;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.3;1870;;1480;2280;MP_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2015;DUT;30 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences de l'ingénieur>Packaging Emballage et Conditionnement;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;PEC;Packaging Emballage et Conditionnement;2;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.6;1865;;1475;2280;PEC_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2015;DUT;18 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Packaging Emballage et Conditionnement;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;PEC;Packaging Emballage et Conditionnement;1;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.6;1865;;1475;2280;PEC_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;nd
2016;DUT;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Qualité, logistique industrielle et organisation;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;QLIO;Qualité, logistique industrielle et organisation;39;65;12;64;ns;ns;ns;ns;ns;37;8;8.5;1830;;1450;2180;QLIO_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;81;ns
2016;DUT;18 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Qualité, logistique industrielle et organisation;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;QLIO;Qualité, logistique industrielle et organisation;35;ns;ns;ns;ns;ns;ns;ns;ns;38;;8.5;1830;;1450;2180;QLIO_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;85;ns
2013;DUT;18 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Qualité, logistique industrielle et organisation;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;QLIO;Qualité, logistique industrielle et organisation;42;67;6;70;96;1720;26800;ns;ns;21;;9.9;1870;;1490;2280;QLIO_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91;25
2014;DUT;18 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Qualité, logistique industrielle et organisation;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;QLIO;Qualité, logistique industrielle et organisation;27;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.3;1870;;1480;2280;QLIO_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2014;DUT;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Qualité, logistique industrielle et organisation;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;QLIO;Qualité, logistique industrielle et organisation;33;ns;ns;ns;ns;ns;ns;ns;ns;27;18;9.3;1870;;1480;2280;QLIO_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;71;ns
2015;DUT;18 mois après le diplôme;femmes;Sciences, technologies et santé>Informatique>Réseaux et télécommunications;STS;Sciences, technologies et santé;disc16;Informatique;R&T;Réseaux et télécommunications;3;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.6;1865;;1475;2280;R&T_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2016;DUT;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Informatique>Réseaux et télécommunications;STS;Sciences, technologies et santé;disc16;Informatique;R&T;Réseaux et télécommunications;95;73;4;71;98;1600;25000;1400;1700;37;7;8.5;1830;;1450;2180;R&T_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92;29
2014;DUT;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Informatique>Réseaux et télécommunications;STS;Sciences, technologies et santé;disc16;Informatique;R&T;Réseaux et télécommunications;43;89;2;80;100;ns;ns;ns;ns;33;3;9.3;1870;;1480;2280;R&T_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70;31
2016;DUT;30 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Sciences et génie des matériaux;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;SGM;Sciences et génie des matériaux;12;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.5;1830;;1450;2180;SGM_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2016;DUT;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Sciences et génie des matériaux;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;SGM;Sciences et génie des matériaux;14;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;8.5;1830;;1450;2180;SGM_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2016;DUT;18 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences de l'ingénieur>Sciences et génie des matériaux;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;SGM;Sciences et génie des matériaux;2;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.5;1830;;1450;2180;SGM_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2013;DUT;30 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences de l'ingénieur>Sciences et génie des matériaux;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;SGM;Sciences et génie des matériaux;2;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.9;1870;;1490;2280;SGM_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2013;DUT;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Sciences et génie des matériaux;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;SGM;Sciences et génie des matériaux;9;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;9.9;1870;;1490;2280;SGM_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2014;DUT;18 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences de l'ingénieur>Sciences et génie des matériaux;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;SGM;Sciences et génie des matériaux;1;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.3;1870;;1480;2280;SGM_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
