Année;Diplôme;situation;Genre;Disciplines;Code du domaine;Domaine;Code de la discipline;Discipline;Sigle;Spécialité;Nombre de réponses;Part des emplois de niveau cadre ou profession intermédiaire;Part des emplois de niveau cadre;Part des emplois stables;Part des emplois à temps plein;Salaire net mensuel médian des emplois à temps plein;Salaire brut annuel estimé;Premier quartile des salaires nets mensuels des emplois à temps plein;Dernier quartile des salaires nets mensuels des emplois à temps plein;Part des diplômés boursiers dans la discipline;Part des femmes;Taux de chômage national;Salaire net mensuel médian national;Code du secteur disciplinaire SISE;Salaire net mensuel national 1er quartile;Salaire net mensuel national 3ème quartile;cle_DISC;Prof. libérale, indépendant, chef d’entreprise;Fonctionnaire;statut_cdi;statut_conspe;CDD;Vacataire;Intérimaire;Intermittent du spectacle;Contrat de professionnalisa tion;Emplois aidés (Contrat Initiative Emploi…);Volontariat international;Vous-même;La fonction publique (d'etat, territoriale ou hospitalière);Une entreprise privée;Une entreprise publique;Une association;Une personne exerçant une profession libérale ou un indépendant;Un particulier;Agriculture, sylviculture et pêche;Industries (manufacturières,  extractives et autres);Construction;Commerce, transports, héberg-ement et restauration;Information et communication;Activités financières et d’assurance;Activités spécialisées, scientifiques et techniques;Activités de services administratifs et de soutien;Enseignement;Administra tion publique (hors ens.);Santé humaine et action sociale;Arts, spectacles et activités récréatives;Autres activités de service;Personnel de catégorie A de la fonction publique;Ingénieur, cadre, prof. libérales, prof. intellectuelles sup;Personnel de catégorie B de la fonction publique;Emploi de niveau intermédiaire : technicien, agent de maîtrise…;Personnel de catégorie C de la fonction publique;Manœuvre, ouvrier;Employé de bureau, de commerce, personnel de service;Taux d’insertion;% emplois extérieurs à la région de l’université
2015;DUT;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Sciences et génie des matériaux;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;SGM;Sciences et génie des matériaux;9;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;8.6;1865;;1475;2280;SGM_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2013;DUT;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Sciences et génie des matériaux;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;SGM;Sciences et génie des matériaux;9;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;9.9;1870;;1490;2280;SGM_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2013;DUT;30 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Sciences et génie des matériaux;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;SGM;Sciences et génie des matériaux;7;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.9;1870;;1490;2280;SGM_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2013;DUT;18 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences de l'ingénieur>Sciences et génie des matériaux;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;SGM;Sciences et génie des matériaux;2;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.9;1870;;1490;2280;SGM_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2015;DUT;30 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Gestion>Statistique et informatique décisionnelle;DEG;Droit, économie et gestion;disc04;Gestion;STID;Statistique et informatique décisionnelle;6;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;8.6;1865;;1475;2280;STID_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2014;DUT;18 mois après le diplôme;hommes;Droit, économie et gestion>Gestion>Statistique et informatique décisionnelle;DEG;Droit, économie et gestion;disc04;Gestion;STID;Statistique et informatique décisionnelle;6;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.3;1870;;1480;2280;STID_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2016;DUT;18 mois après le diplôme;hommes;Droit, économie et gestion>Gestion>Techniques de commercialisation;DEG;Droit, économie et gestion;disc04;Gestion;TC;Techniques de commercialisation;165;37;8;66;89;1440;22500;1210;1800;33;;8.5;1830;;1450;2180;TC_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;89;32
2015;DUT;18 mois après le diplôme;femmes;Droit, économie et gestion>Gestion>Techniques de commercialisation;DEG;Droit, économie et gestion;disc04;Gestion;TC;Techniques de commercialisation;184;25;3;56;84;1300;20300;1200;1600;43;;8.6;1865;;1475;2280;TC_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;81;25
2015;DUT;30 mois après le diplôme;hommes;Droit, économie et gestion>Gestion>Techniques de commercialisation;DEG;Droit, économie et gestion;disc04;Gestion;TC;Techniques de commercialisation;146;49;7;74;94;1570;24400;1300;2000;35;;8.6;1865;;1475;2280;TC_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92;34
2015;DUT;30 mois après le diplôme;femmes;Droit, économie et gestion>Gestion>Techniques de commercialisation;DEG;Droit, économie et gestion;disc04;Gestion;TC;Techniques de commercialisation;184;35;5;63;93;1380;21500;1220;1640;43;;8.6;1865;;1475;2280;TC_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91;25
2013;DUT;30 mois après le diplôme;hommes;Droit, économie et gestion>Gestion>Techniques de commercialisation;DEG;Droit, économie et gestion;disc04;Gestion;TC;Techniques de commercialisation;162;42;10;73;94;1560;24300;1300;1920;30;;9.9;1870;;1490;2280;TC_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91;33
2014;DUT;18 mois après le diplôme;hommes;Droit, économie et gestion>Gestion>Techniques de commercialisation;DEG;Droit, économie et gestion;disc04;Gestion;TC;Techniques de commercialisation;152;53;20;52;94;1300;20300;1200;1610;30;;9.3;1870;;1480;2280;TC_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;87;28
2014;DUT;18 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Gestion>Techniques de commercialisation;DEG;Droit, économie et gestion;disc04;Gestion;TC;Techniques de commercialisation;315;45;12;56;88;1410;22000;1200;1640;31;57;9.3;1870;;1480;2280;TC_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;80;25
2016;DUT;18 mois après le diplôme;femmes;Droit, économie et gestion>Droit>Carrières juridiques;DEG;Droit, économie et gestion;disc02;Droit;;Carrières juridiques;31;36;3;68;97;ns;ns;ns;ns;55;;8.5;1830;;1450;2180;_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;98;ns
2016;DUT;18 mois après le diplôme;femmes;Sciences humaines et sociales>Information communication>Information-Communication;SHS;Sciences humaines et sociales;disc10;Information communication;;Information-Communication;90;21;3;46;80;1280;20000;ns;ns;48;;8.5;1830;;1450;2180;_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;45
2015;DUT;18 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences fondamentales>Chimie;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;;Chimie;30;ns;ns;ns;ns;ns;ns;ns;ns;42;;8.6;1865;;1475;2280;_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;77;ns
2016;DUT;30 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Information communication>Information-Communication;SHS;Sciences humaines et sociales;disc10;Information communication;;Information-Communication;120;37;10;47;82;1400;21900;ns;ns;42;74;8.5;1830;;1450;2180;_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;84;44
2016;DUT;30 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences fondamentales>Chimie;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;;Chimie;39;69;2;57;95;ns;ns;ns;ns;32;;8.5;1830;;1450;2180;_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95;54
2016;DUT;30 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences fondamentales>Chimie;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;;Chimie;31;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.5;1830;;1450;2180;_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;93;ns
2016;DUT;30 mois après le diplôme;femmes;Sciences humaines et sociales>Information communication>Information-Communication;SHS;Sciences humaines et sociales;disc10;Information communication;;Information-Communication;90;29;6;42;80;1270;19800;ns;ns;48;;8.5;1830;;1450;2180;_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;84;45
2013;DUT;30 mois après le diplôme;femmes;Sciences humaines et sociales>Information communication>Information-Communication;SHS;Sciences humaines et sociales;disc10;Information communication;;Information-Communication;107;43;10;56;84;1370;21400;1260;1520;37;;9.9;1870;;1490;2280;_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;88;28
2013;DUT;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences fondamentales>Chimie;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;;Chimie;73;85;6;39;99;1480;23000;ns;ns;40;59;9.9;1870;;1490;2280;_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;75;40
2014;DUT;30 mois après le diplôme;femmes;Sciences, technologies et santé>Informatique>Informatique;STS;Sciences, technologies et santé;disc16;Informatique;;Informatique;6;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.3;1870;;1480;2280;_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2014;DUT;18 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Information communication>Information-Communication;SHS;Sciences humaines et sociales;disc10;Information communication;;Information-Communication;87;28;10;30;71;1250;19500;ns;ns;41;82;9.3;1870;;1480;2280;_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;82;51
2014;DUT;30 mois après le diplôme;hommes;Sciences humaines et sociales>Information communication>Information-Communication;SHS;Sciences humaines et sociales;disc10;Information communication;;Information-Communication;16;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.3;1870;;1480;2280;_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2013;DUT;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Informatique>Informatique;STS;Sciences, technologies et santé;disc16;Informatique;;Informatique;107;78;28;85;94;1500;23400;1300;1660;41;6;9.9;1870;;1490;2280;_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;84;30
2014;DUT;30 mois après le diplôme;hommes;Droit, économie et gestion>Droit>Carrières juridiques;DEG;Droit, économie et gestion;disc02;Droit;;Carrières juridiques;5;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.3;1870;;1480;2280;_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2013;DUT;18 mois après le diplôme;femmes;Droit, économie et gestion>Droit>Carrières juridiques;DEG;Droit, économie et gestion;disc02;Droit;;Carrières juridiques;16;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.9;1870;;1490;2280;_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2014;DUT;18 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences fondamentales>Chimie;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;;Chimie;25;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.3;1870;;1480;2280;_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2014;DUT;18 mois après le diplôme;hommes;Sciences humaines et sociales>Information communication>Services et réseaux de communication;SHS;Sciences humaines et sociales;disc10;Information communication;;Services et réseaux de communication;58;48;15;65;84;ns;ns;ns;ns;44;;9.3;1870;;1480;2280;_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;72;30
2014;DUT;30 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences fondamentales>Chimie;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;;Chimie;25;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.3;1870;;1480;2280;_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2013;DUT;18 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Droit>Carrières juridiques;DEG;Droit, économie et gestion;disc02;Droit;;Carrières juridiques;21;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;9.9;1870;;1490;2280;_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2014;DUT;18 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences fondamentales>Chimie;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;;Chimie;22;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.3;1870;;1480;2280;_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2014;DUT;18 mois après le diplôme;femmes;Sciences humaines et sociales>Information communication>Information-Communication;SHS;Sciences humaines et sociales;disc10;Information communication;;Information-Communication;71;22;5;27;73;1250;19500;ns;ns;44;;9.3;1870;;1480;2280;_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;79;42
2013;DUT;18 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences fondamentales>Chimie;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;;Chimie;31;ns;ns;ns;ns;ns;ns;ns;ns;45;;9.9;1870;;1490;2280;_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;82;ns
2014;DUT;30 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Information communication>Information-Communication;SHS;Sciences humaines et sociales;disc10;Information communication;;Information-Communication;87;36;11;45;82;1330;20800;ns;ns;41;82;9.3;1870;;1480;2280;_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;87;51
2014;DUT;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Aide et assistance pour le monitoring et le maintien à domicile;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;2A2M;Aide et assistance pour le monitoring et le maintien à domicile;2;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;9.3;1870;;1480;2280;2A2M_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2014;DUT;30 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Aide et assistance pour le monitoring et le maintien à domicile;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;2A2M;Aide et assistance pour le monitoring et le maintien à domicile;0;nd;nd;nd;nd;nd;nd;nd;nd;nd;;9.3;1870;;1480;2280;2A2M_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;nd;nd
2015;DUT;30 mois après le diplôme;femmes;Sciences humaines et sociales>Autres sciences humaines et sociales>Carrières sociales;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;CS;Carrières sociales;99;29;6;47;70;1300;20300;ns;ns;50;;8.6;1865;;1475;2280;CS_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;80;30
2016;DUT;30 mois après le diplôme;femmes et hommes;Ensemble des départements d'IUT>Ensemble des départements d'IUT>Ensemble des départements d'IUT;ALL;Ensemble des départements d'IUT;disc00;Ensemble des départements d'IUT;disc00;Ensemble des départements d'IUT;2259;61;7;71;95;1570;24400;1380;1840;42;38;8.5;1830;;1450;2180;disc00_30;4;5;62;;20;0;6;0;2;1;0;4;14;70;7;4;1;1;1;22;4;20;12;4;8;3;2;8;6;2;8;1;7;6;48;5;5;29;92;29
2013;DUT;30 mois après le diplôme;femmes et hommes;Ensemble des départements d'IUT>Ensemble des départements d'IUT>Ensemble des départements d'IUT;ALL;Ensemble des départements d'IUT;disc00;Ensemble des départements d'IUT;disc00;Ensemble des départements d'IUT;2054;57;9;69;91;1500;23400;1300;1780;35;44;9.9;1870;;1490;2280;disc00_30;3;5;61;;22;1;5;0;1;1;0;3;16;9;66;5;1;1;2;20;4;23;9;6;6;2;3;8;7;2;8;1;8;6;42;5;6;33;90;28
2013;DUT;18 mois après le diplôme;femmes et hommes;Ensemble des départements d'IUT>Ensemble des départements d'IUT>Ensemble des départements d'IUT;ALL;Ensemble des départements d'IUT;disc00;Ensemble des départements d'IUT;disc00;Ensemble des départements d'IUT;2054;54;7;62;89;1420;22200;1260;1660;35;44;9.9;1870;;1490;2280;disc00_18;3;4;57;;26;0;7;0;0;1;0;;;;;;;;;;;;;;;;;;;;;1;7;5;43;5;5;35;81;28
2014;DUT;30 mois après le diplôme;femmes et hommes;Ensemble des départements d'IUT>Ensemble des départements d'IUT>Ensemble des départements d'IUT;ALL;Ensemble des départements d'IUT;disc00;Ensemble des départements d'IUT;disc00;Ensemble des départements d'IUT;1952;61;7;68;92;1540;24100;1330;1800;35;44;9.3;1870;;1480;2280;disc00_30;3;6;59;;22;0;5;0;2;1;0;3;18;9;66;4;1;0;1;18;4;22;8;5;9;1;3;11;8;1;8;1;7;5;48;6;5;27;90;29
2014;DUT;30 mois après le diplôme;hommes;Ensemble des départements d'IUT>Ensemble des départements d'IUT>Ensemble des départements d'IUT;ALL;Ensemble des départements d'IUT;disc00;Ensemble des départements d'IUT;disc00;Ensemble des départements d'IUT;1191;72;8;72;96;1630;25400;1400;1900;32;;9.3;1870;;1480;2280;disc00_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;88;31
2013;DUT;18 mois après le diplôme;femmes;Ensemble des départements d'IUT>Ensemble des départements d'IUT>Ensemble des départements d'IUT;ALL;Ensemble des départements d'IUT;disc00;Ensemble des départements d'IUT;disc00;Ensemble des départements d'IUT;914;43;5;57;83;1350;21100;1200;1520;39;;9.9;1870;;1490;2280;disc00_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;82;26
2015;DUT;30 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Ensemble formations juridiques, économiques et de gestion>Ensemble formations juridiques, économiques et de gestion;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;disc01;Ensemble formations juridiques, économiques et de gestion;743;38;5;67;92;1470;22900;1270;1800;40;57;8.6;1865;;1475;2280;disc01_30;2;3;62;;20;0;7;0;4;1;0;3;11;76;6;2;1;1;1;9;2;39;3;10;5;3;3;10;2;1;11;1;5;3;30;3;5;54;91;28
2016;DUT;18 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Ensemble formations juridiques, économiques et de gestion>Ensemble formations juridiques, économiques et de gestion;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;disc01;Ensemble formations juridiques, économiques et de gestion;800;33;5;60;92;1400;21800;1250;1630;44;55;8.5;1830;;1450;2180;disc01_18;3;4;54;;27;0;9;0;3;1;0;;;;;;;;;;;;;;;;;;;;;1;5;3;24;3;6;59;88;25
2013;DUT;30 mois après le diplôme;hommes;Droit, économie et gestion>Ensemble formations juridiques, économiques et de gestion>Ensemble formations juridiques, économiques et de gestion;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;disc01;Ensemble formations juridiques, économiques et de gestion;334;44;7;71;95;1560;24300;1300;1800;32;;9.9;1870;;1490;2280;disc01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;90;30
2015;DUT;18 mois après le diplôme;hommes;Sciences humaines et sociales>Ensemble sciences humaines et sociales>Ensemble sciences humaines et sociales;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;125;64;21;46;85;1300;20300;1190;1500;40;;8.6;1865;;1475;2280;disc07_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;81;52
2014;DUT;18 mois après le diplôme;hommes;Sciences humaines et sociales>Ensemble sciences humaines et sociales>Ensemble sciences humaines et sociales;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;88;49;18;51;74;1300;20300;ns;ns;36;;9.3;1870;;1480;2280;disc07_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;80;46
2016;DUT;30 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Information communication>Sciences de l'information et la communication;SHS;Sciences humaines et sociales;disc10;Information communication;disc10;Sciences de l'information et la communication;206;46;13;61;88;1400;21800;1200;1600;41;47;8.5;1830;SD35;1450;2180;disc10_30;7;5;49;;31;0;1;0;6;1;1;7;24;60;1;5;2;1;1;6;1;26;21;0;5;2;6;9;3;8;13;1;13;9;23;13;2;39;82;34
2013;DUT;18 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Information communication>Sciences de l'information et la communication;SHS;Sciences humaines et sociales;disc10;Information communication;disc10;Sciences de l'information et la communication;220;42;10;58;75;1310;20400;1200;1520;42;63;9.9;1870;SD35;1490;2280;disc10_18;10;10;43;;28;0;4;0;0;5;0;;;;;;;;;;;;;;;;;;;;;1;10;12;20;14;7;35;79;32
2015;DUT;18 mois après le diplôme;hommes;Sciences, technologies et santé>Ensemble sciences, technologies et santé>Ensemble sciences, technologies et santé;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;750;79;6;67;96;1520;23700;1350;1790;34;;8.6;1865;;1475;2280;disc12_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;89;29
2015;DUT;18 mois après le diplôme;femmes;Sciences, technologies et santé>Ensemble sciences, technologies et santé>Ensemble sciences, technologies et santé;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;203;80;6;49;89;1450;22600;1310;1600;43;;8.6;1865;;1475;2280;disc12_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;88;34
2016;DUT;18 mois après le diplôme;hommes;Sciences, technologies et santé>Ensemble sciences, technologies et santé>Ensemble sciences, technologies et santé;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;922;77;7;65;96;1600;24900;1400;1800;38;;8.5;1830;;1450;2180;disc12_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;88;30
2013;DUT;30 mois après le diplôme;femmes;Sciences, technologies et santé>Ensemble sciences, technologies et santé>Ensemble sciences, technologies et santé;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;261;82;7;61;94;1480;23100;1350;1610;37;;9.9;1870;;1490;2280;disc12_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;90;31
2013;DUT;18 mois après le diplôme;hommes;Sciences, technologies et santé>Ensemble sciences, technologies et santé>Ensemble sciences, technologies et santé;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;686;77;9;68;97;1510;23500;1310;1760;30;;9.9;1870;;1490;2280;disc12_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;84;29
2016;DUT;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de la vie et de la terre>Sciences de la vie et de la terre;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;disc13;Sciences de la vie et de la terre;222;80;4;63;97;1520;23700;1380;1730;45;54;8.5;1830;;1450;2180;disc13_30;4;12;47;;29;0;6;0;1;0;1;3;34;55;4;3;0;0;5;16;1;7;1;1;15;0;0;16;30;1;7;1;4;19;56;4;5;11;91;43
2016;DUT;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de la vie et de la terre>Sciences de la vie et de la terre;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;disc13;Sciences de la vie et de la terre;222;73;3;47;95;1480;23200;1330;1680;45;54;8.5;1830;;1450;2180;disc13_18;2;7;38;;44;0;7;0;0;0;1;;;;;;;;;;;;;;;;;;;;;1;3;17;52;4;11;12;89;43
2013;DUT;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences fondamentales>Sciences fondamentales;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;disc14;Sciences fondamentales;136;81;2;63;97;1520;23700;1330;1800;33;43;9.9;1870;;1490;2280;disc14_30;1;4;59;;23;0;12;0;0;0;1;1;11;12;75;1;0;0;2;51;3;8;0;0;23;2;2;6;2;0;4;2;1;3;75;2;8;9;85;27
2014;DUT;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Sciences de l'ingénieur;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;disc15;Sciences de l'ingénieur;540;71;3;63;96;1550;24200;1400;1750;29;9;9.3;1870;;1480;2280;disc15_18;1;3;59;;19;0;16;0;0;1;0;;;;;;;;;;;;;;;;;;;;;0;3;2;66;2;15;12;82;30
2013;DUT;30 mois après le diplôme;femmes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Gestion administrative et commerciale;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;GAC;Gestion administrative et commerciale;24;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.9;1870;;1490;2280;GAC_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2014;DUT;30 mois après le diplôme;hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Gestion administrative et commerciale;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;GAC;Gestion administrative et commerciale;14;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.3;1870;;1480;2280;GAC_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2015;DUT;18 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>gestion administrative et commerciale des organisations;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;GACO;gestion administrative et commerciale des organisations;41;14;2;48;74;ns;ns;ns;ns;44;78;8.6;1865;;1475;2280;GACO_18;4;0;44;;36;0;5;0;0;6;0;;;;;;;;;;;;;;;;;;;;;0;2;0;12;2;11;73;90;22
2015;DUT;18 mois après le diplôme;hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>gestion administrative et commerciale des organisations;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;GACO;gestion administrative et commerciale des organisations;10;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.6;1865;;1475;2280;GACO_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2016;DUT;30 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences de la vie et de la terre>Génie biologique;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;GB;Génie biologique;58;86;8;61;96;1560;24400;ns;ns;40;;8.5;1830;;1450;2180;GB_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;77;19
2015;DUT;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de la vie et de la terre>Génie biologique;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;GB;Génie biologique;147;83;4;45;88;1400;21800;1300;1520;44;76;8.6;1865;;1475;2280;GB_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;86;36
